"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2018 TIF Report  certified as of 2-20-2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 7, Block 22, Original Town of Hastings",TIF funds used for facade improvements on older downtown building to be used for retail and residential,2013,0,0,42770,121380,0,0,0,0,,42770,121380,2.307173,2800.46,986.78
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 7, Block 22, Original Town of Hastings",TIF funds used for facade improvements on older downtown building to be used for retail and residential,2014,0,0,42770,121380,0,0,0,0,,42770,121380,2.295244,2785.98,981.68
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 7, Block 22, Original Town of Hastings",TIF funds used for facade improvements on older downtown building to be used for retail and residential,2015,0,0,42770,129270,0,0,0,0,,42770,129270,2.23584,2890.28,956.27
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 7, Block 22, Original Town of Hastings",TIF funds used for facade improvements on older downtown building to be used for retail and residential,2016,0,0,42770,132585,0,0,0,0,,42770,132585,2.234294,2962.34,955.61
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 7, Block 22, Original Town of Hastings",TIF funds used for facade improvements on older downtown building to be used for retail and residential,2017,0,0,42770,146105,0,0,0,0,,42770,146105,2.230715,3259.2,954.08
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 7, Block 22, Original Town of Hastings",TIF funds used for facade improvements on older downtown building to be used for retail and residential,2018,0,0,42770,154065,0,0,0,0,,42770,154065,2.231019,3437.2,954.21
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2004,5145,75140,0,0,0,0,0,0,,5145,75140,2.372993,1783.07,122.09
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2005,5145,75140,0,0,0,0,0,0,,5145,75140,2.370005,1780.83,121.94
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2006,5145,75140,0,0,0,0,0,0,,5145,75140,2.353769,1768.62,121.1
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2007,5145,75140,0,0,0,0,0,0,,5145,75140,2.305825,1732.6,118.63
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2008,5145,77170,0,0,0,0,0,0,,5145,77170,2.269981,1751.74,116.79
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2009,5145,77170,0,0,0,0,0,0,,5145,77170,2.289484,1766.79,117.79
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2010,5145,79765,0,0,0,0,0,0,,5145,79765,2.322425,1852.48,119.49
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2011,5145,79765,0,0,0,0,0,0,,5145,79765,2.357864,1880.75,121.31
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2012,5145,79765,0,0,0,0,0,0,,5145,79765,2.341526,1867.72,120.47
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2013,5145,79765,0,0,0,0,0,0,,5145,79765,2.307173,1840.32,118.7
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2014,5145,82875,0,0,0,0,0,0,,5145,82875,2.295244,1902.18,118.09
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2015,5145,82875,0,0,0,0,0,0,,5145,82875,2.23584,1852.96,115.03
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2016,5145,82875,0,0,0,0,0,0,,5145,82875,2.234294,1851.68,114.95
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2017,5145,92655,0,0,0,0,0,0,,5145,92655,2.230715,2066.88,114.77
01-0042,ADAMS,1,TIF 409 WEST F PROJECT,7/28/03,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 6, in the Wallace Addition",TIF funds used to demolish a dilapidated house and clear land to construct a single-family home to be made available for sale to low to moderate income family,2018,5145,92655,0,0,0,0,0,0,,5145,92655,2.231019,2067.2,114.79
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2006,0,0,83825,1566435,0,0,0,0,,83825,1566435,2.353769,36870.26,1973.05
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2007,0,0,83825,1643495,0,0,0,0,,83825,1643495,2.305825,37896.12,1932.86
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2008,0,0,83825,866175,0,0,0,0,,83825,866175,2.269981,19662.01,1902.81
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2009,0,0,83825,866175,0,0,0,0,,83825,866175,2.289484,19830.94,1919.16
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2010,0,0,83825,885175,0,0,0,0,,83825,885175,2.322425,20557.53,1946.77
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2011,0,0,83825,885175,0,0,0,0,,83825,885175,2.357864,20871.22,1976.48
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2012,0,0,83825,885175,0,0,0,0,,83825,885175,2.341526,20726.6,1962.78
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2013,0,0,83825,885175,0,0,0,0,,83825,885175,2.307173,20422.52,1933.99
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2014,0,0,83825,885175,0,0,0,0,,83825,885175,2.295244,20316.94,1923.99
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2015,0,0,83825,885175,0,0,0,0,,83825,885175,2.23584,19791.1,1874.19
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2016,0,0,83825,243990,0,0,0,0,,83825,243990,2.234294,5451.46,1872.9
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2017,0,0,83825,285235,0,0,0,0,,83825,285235,2.230715,6362.78,1869.9
01-0046,ADAMS,1,TIF PATHWAYS PLAZA PROJ,6/23/04,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Pathway Plaza Subdivision",TIF funds used to fund the clearing of the project area and for public improvements for the construction of a 34-unit apartment complex targeted for residents with a mental disability.,2018,0,0,83825,269325,0,0,0,0,,83825,269325,2.231019,6008.76,1870.15
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2007,0,0,14395,142940,0,0,0,0,,14395,142940,2.305825,3295.95,331.92
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2008,0,0,14395,191840,0,0,0,0,,14395,191840,2.269981,4354.73,326.76
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2009,50575,209645,0,0,0,0,0,0,,50575,209645,2.289484,4799.79,1157.91
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2010,50575,233380,0,0,0,0,0,0,,50575,233380,2.322425,5420.08,1174.57
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2011,50575,233380,0,0,0,0,0,0,,50575,233380,2.357864,5502.78,1192.49
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2012,50575,240545,0,0,0,0,0,0,,50575,240545,2.341526,5632.42,1184.23
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2013,43740,240545,0,0,0,0,0,0,,43740,240545,2.307173,5549.8,1009.16
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2014,50575,252165,0,0,0,0,0,0,,50575,252165,2.295244,5787.8,1160.82
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2015,43740,254380,0,0,0,0,0,0,,43740,254380,2.23584,5687.54,977.96
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2016,43740,327540,0,0,0,0,0,0,,43740,327540,2.234294,7318.22,977.28
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2017,43740,338685,0,0,0,0,0,0,,43740,338685,2.230715,7555.1,975.71
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Lot 1, Block 1, Buswell's Addition","TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2018,43740,369195,0,0,0,0,0,0,,43740,369195,2.231019,8236.92,975.85
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2009,0,0,42885,354510,0,0,0,0,,42885,354510,2.289484,8116.45,981.85
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2010,0,0,42885,362455,0,0,0,0,,42885,362455,2.322425,8417.75,995.97
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2011,0,0,42885,362455,0,0,0,0,,42885,362455,2.357864,8546.2,1011.17
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2012,0,0,42885,362455,0,0,0,0,,42885,362455,2.341526,8486.98,1004.16
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2013,0,0,42885,362455,0,0,0,0,,42885,362455,2.307173,8362.46,989.43
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2014,0,0,42885,362455,0,0,0,0,,42885,362455,2.295244,8319.24,984.32
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2015,0,0,42885,380535,0,0,0,0,,42885,380535,2.23584,8508.16,958.84
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2016,0,0,42885,388130,0,0,0,0,,42885,388130,2.234294,8671.98,958.18
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2017,0,0,42885,419110,0,0,0,0,,42885,419110,2.230715,9349.16,956.64
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings","TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2018,0,0,42885,474170,0,0,0,0,,42885,474170,2.231019,10578.84,956.77
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd",Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.,2010,0,0,76335,1535,0,0,0,0,,76335,1535,2.322425,35.65,1772.82
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd",Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.,2011,0,0,76335,111190,0,0,0,0,,76335,111190,2.357864,2621.71,1799.88
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd",Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.,2012,0,0,76335,185510,0,0,0,0,,76335,185510,2.341526,4343.76,1787.4
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd",Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.,2013,0,0,76335,185510,0,0,0,0,,76335,185510,2.307173,4280.04,1761.18
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd",Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.,2014,0,0,76335,397575,0,0,0,0,,76335,397575,2.295244,9125.32,1752.07
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd",Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.,2015,0,0,76335,420635,0,0,0,0,,76335,420635,2.23584,9404.74,1706.73
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd",Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.,2016,0,0,76335,430320,0,0,0,0,,76335,430320,2.234294,9614.62,1705.55
